Lab_Source,Adsorbent,Adsorbate,Surface area(m2/g),Adsorption capacity(mg/g),Initial Concentration(ppm),RE,Contact Time (min.),Dose(g/L),RPM,Initial pH,T(K),Ref.,Unnamed: 12,Adsorbate_norm,Adsorbent_Family,Site_Density,Cap_Load_Ratio,LogTime,Mixing_Index,Thermo_Capacity,Driving_Force,Acidity_Strength,ion_charge,ion_ionic_radius_A,ion_hydrated_radius_A,ion_known,ion_potential,hydration_ratio,Regime,Ref_group,Adsorbent_group,Adsorbate_group
,Rice husk ash,Cd2+,1.98,12.5,50.0,29.8,5.0,5.5,125.0,6.0,298.0,Srivastava et al. (2008),https://www.sciencedirect.com/science/article/pii/S1385894707006316,Cd2+,biomass,0.21779999999564403,0.24999999999500003,1.791759469228055,223.96993365350687,3725.0,9.090909089256199,1.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,Srivastava et al. (2008),Rice husk ash,Cd2+
,Sulphuric acid-treated rice husk,Cd2+,6.31,39.955,100.0,90.65,60.0,1.0,100.0,7.0,298.0,El-Shafey (2007),https://www.sciencedirect.com/science/article/pii/S0304389407001112,Cd2+,biomass,0.063099999999369,0.3995499999960045,4.110873864173311,411.0873864173311,11906.59,99.99999989999999,0.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_HighC0,El-Shafey (2007),Sulphuric acid-treated rice husk,Cd2+
,Olive cake,Cd2+,10.34,65.4,100.0,66.0,1440.0,0.3,100.0,6.0,301.0,Al-Anber & Matouq (2008),https://www.sciencedirect.com/science/article/pii/S0304389407008084,Cd2+,composite_other,0.0310199999996898,0.65399999999346,7.273092595999522,727.3092595999522,19685.4,333.3333322222222,1.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,Al-Anber & Matouq (2008),Olive cake,Cd2+
,Zinc chloride activated olive stone,Cd2+,0.11,0.68,45.0,95.0,90.0,30.0,125.0,6.15,303.0,Kula et al. (2008),https://www.sciencedirect.com/science/article/pii/S096085240700082X,Cd2+,carbon_based,0.0733333333317037,0.01511111111077531,4.51085950651685,563.8574383146063,206.04000000000002,1.49999999995,0.8499999999999996,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_LowC0,Kula et al. (2008),Zinc chloride activated olive stone,Cd2+
,Microwaved olive stone activated carbon,Cd2+,1.85,11.72,20.0,95.32,7.0,1.1,200.0,5.0,301.0,Alslaibi et al. (2013),https://www.sciencedirect.com/science/article/pii/S2213343713000900,Cd2+,carbon_based,0.10174999999491251,0.5859999999707001,2.0794415416798357,415.88830833596717,3527.7200000000003,18.181818165289254,2.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_LowC0,Alslaibi et al. (2013),Microwaved olive stone activated carbon,Cd2+
,Activated carbon from olive stones,Cd2+,9.02,57.098,2.0,23.0,200.0,6.0,400.0,5.0,303.0,Bohli et al. (2015),https://www.sciencedirect.com/science/article/pii/S1631074814001477,Cd2+,carbon_based,27.059999986469997,28.548999985725498,5.303304908059076,2121.3219632236305,17300.694,0.33333333327777775,2.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_LowC0,Bohli et al. (2015),Activated carbon from olive stones,Cd2+
,Olive stone waste,Cd2+,1.42,8.97,3372.3,49.2,60.0,13.33,30.0,5.8,298.0,Fiol et al. (2006),https://www.sciencedirect.com/science/article/pii/S1383586605003680,Cd2+,composite_other,0.005612964445628914,0.002659905702338861,4.110873864173311,123.32621592519934,2673.0600000000004,252.98574641763048,1.2000000000000002,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,Fiol et al. (2006),Olive stone waste,Cd2+
,Succinic anhydride modified apple pomace,Cd2+,7.6,48.095,45.0,80.0,95.0,20.4,140.0,4.0,353.0,Chand et al. (2014),https://www.sciencedirect.com/science/article/pii/S0964830514000353,Cd2+,composite_other,3.4453333332567704,1.0687777777540273,4.564348191467836,639.008746805497,16977.535,2.2058823528330453,3.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_LowC0,Chand et al. (2014),Succinic anhydride modified apple pomace,Cd2+
,Xanthate moiety into apple pomace,Cd2+,17.78,112.51,65.0,99.7,30.0,4.1,125.0,4.0,298.0,Chand et al. (2015),https://www.sciencedirect.com/science/article/pii/S0964830514003229,Cd2+,composite_other,1.1215076922904381,1.7309230768964474,3.4339872044851463,429.2484005606433,33527.98,15.85365853271862,3.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,Chand et al. (2015),Xanthate moiety into apple pomace,Cd2+
,Activated carbon from coconut shell,Cd2+,14.76,93.4,25.0,98.0,120.0,0.3921,125.0,5.0,303.0,Kadirvelu & Namasivayam (2003),https://www.sciencedirect.com/science/article/pii/S1093019102000187,Cd2+,carbon_based,0.23149583999074017,3.73599999985056,4.795790545596741,599.4738181995926,28300.2,63.75924492792847,2.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_LowC0,Kadirvelu & Namasivayam (2003),Activated carbon from coconut shell,Cd2+
,Green coconut shell,Cd2+,1.55,9.78,20.0,98.0,120.0,5.0,175.0,7.0,300.0,Pino et al. (2006),https://www.tandfonline.com/doi/full/10.1080/01496390600851640#d1e466,Cd2+,composite_other,0.387499999980625,0.48899999997555,4.795790545596741,839.2633454794297,2934.0,3.9999999992,0.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Neutral_LowC0,Pino et al. (2006),Green coconut shell,Cd2+
,Green coconut shell,Cd2+,3.9,24.67,100.0,90.65,5.66,1.62,125.0,5.0,298.0,Sousa et al. (2010),https://www.sciencedirect.com/science/article/pii/S0301479710000393,Cd2+,composite_other,0.0631799999993682,0.246699999997533,1.8961194845522977,237.01493556903722,7351.660000000001,61.728395023624444,2.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_HighC0,Sousa et al. (2010),Green coconut shell,Cd2+
,Aspergillus niger,Cu2+,2.01,13.4,10.0,93.3,120.0,1.0,200.0,6.0,298.0,Mukhopadhyay (2008),https://www.sciencedirect.com/science/article/pii/S1385894708001034,Cu2+,composite_other,0.20099999997989998,1.339999999866,4.795790545596741,959.1581091193483,3993.2000000000003,9.99999999,1.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_LowC0,Mukhopadhyay (2008),Aspergillus niger,Cu2+
,Rhizopus oryazae filamentous fungus,Cu2+,2.91,19.4,110.0,19.4,200.0,1.0,150.0,5.0,294.0,Bhainsa & D'Souza (2008),https://www.sciencedirect.com/science/article/pii/S0960852407005858,Cu2+,composite_other,0.026454545454304958,0.17636363636203303,5.303304908059076,795.4957362088613,5703.599999999999,109.99999989,2.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_HighC0,Bhainsa & D'Souza (2008),Rhizopus oryazae filamentous fungus,Cu2+
,Pleurotus pulmonarius CCB019 and Schizophyllum commune,Cu2+,0.58,3.86,100.0,90.0,12.0,3.0,150.0,4.0,298.0,Veit et al. (2005),https://www.sciencedirect.com/science/article/pii/S1359511305001625,Cu2+,composite_other,0.017399999999825996,0.038599999999614,2.5649493574615367,384.7424036192305,1150.28,33.333333322222224,3.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_HighC0,Veit et al. (2005),Pleurotus pulmonarius CCB019 and Schizophyllum commune,Cu2+
,Trametes versicolor,Cu2+,9.15,60.98,60.0,65.38,80.0,1.0,150.0,5.51,252.87,Şahan et al. (2010),https://www.sciencedirect.com/science/article/pii/S0960852410001914,Cu2+,composite_other,0.15249999999745834,1.0163333333163944,4.394449154672439,659.1673732008659,15420.0126,59.999999939999995,1.4900000000000002,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_HighC0,Şahan et al. (2010),Trametes versicolor,Cu2+
,Penicillium citrinum,Cu2+,4.45,29.68,50.0,76.2,30.0,1.5,120.0,5.0,394.0,Verma et al. (2013),https://www.sciencedirect.com/science/article/pii/S0925857413004242,Cu2+,composite_other,0.13349999999733003,0.5935999999881281,3.4339872044851463,412.07846453821753,11693.92,33.33333331111111,2.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_HighC0,Verma et al. (2013),Penicillium citrinum,Cu2+
,Saccharomyces cerevisiae biomass,Cu2+,0.39,2.59,110.0,43.08,120.0,15.0,125.0,3.5,298.0,Cojocaru et al. (2009),https://www.researchgate.net/publication/259339560_Biosorption_of_CopperII_Ions_from_Aqua_Solutions_Using_Dried_Yeast_Biomass,Cu2+,biomass,0.05318181818133472,0.023545454545240495,4.795790545596741,599.4738181995926,771.8199999999999,7.333333332844444,3.5,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_HighC0,Cojocaru et al. (2009),Saccharomyces cerevisiae biomass,Cu2+
,Padina sp.,Cu2+,7.63,50.87,127.0,90.0,30.0,2.0,200.0,5.0,298.0,Kaewsarn (2002),Biosorption of copper(II) from aqueous solutions by pre-treated biomass of marine algae Padina sp. - ScienceDirect,Cu2+,composite_other,0.1201574803140145,0.40055118109920823,3.4339872044851463,686.7974408970292,15159.259999999998,63.499999968249995,2.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_HighC0,Kaewsarn (2002),Padina sp.,Cu2+
,Cystoseira crinitophylla biomass,Cu2+,24.01,160.0,40.0,100.0,720.0,2.5,190.0,4.5,298.0,Christoforidis et al. (2015),Study of Cu(II) removal by Cystoseira crinitophylla biomass in batch and continuous flow biosorption - ScienceDirect,Cu2+,biomass,1.5006249999624846,3.9999999999000004,6.580639137284949,1250.3214360841403,47680.0,15.9999999936,2.5,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_LowC0,Christoforidis et al. (2015),Cystoseira crinitophylla biomass,Cu2+
,"Sargassum, Chlorococcum and GAC",Cu2+,15.32,102.1,50.0,87.3,225.0,0.1,150.0,4.5,298.0,Jacinto et al. (2009),Comparative efficiency of algal biofilters in the removal of chromium and copper from wastewater - ScienceDirect,Cu2+,composite_other,0.030639999999387203,2.04199999995916,5.420534999272286,813.0802498908429,30425.8,499.999995,2.5,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_HighC0,Jacinto et al. (2009),"Sargassum, Chlorococcum and GAC",Cu2+
,Codium vermilara,Cu2+,2.54,16.9,80.0,90.65,120.0,0.5,5000.0,5.0,298.0,Romera et al. (2007),Comparative Study of Biosorption of Heavy Metals Using Different Types of Algae,Cu2+,composite_other,0.01587499999980156,0.21124999999735936,4.795790545596741,23978.952727983706,5036.2,159.99999968,2.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_HighC0,Romera et al. (2007),Codium vermilara,Cu2+
,Spirogyra insignis,Cu2+,2.9,19.063,80.0,90.65,120.0,5.0,5000.0,4.0,298.0,Romera et al. (2007),Comparative Study of Biosorption of Heavy Metals Using Different Types of Algae,Cu2+,composite_other,0.18124999999773436,0.23828749999702137,4.795790545596741,23978.952727983706,5680.773999999999,15.9999999968,3.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_HighC0,Romera et al. (2007),Spirogyra insignis,Cu2+
,Spirulina platensis,Cu2+,14.21,94.7,250.0,91.0,120.0,2.5,150.0,6.7,293.0,Solisio et al. (2006),https://doi.org/10.1016/j.biortech.2005.07.018,Cu2+,composite_other,0.14209999999943163,0.37879999999848485,4.795790545596741,719.3685818395112,27747.100000000002,99.99999996,0.2999999999999998,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_HighC0,Solisio et al. (2006),Spirulina platensis,Cu2+
,Dried micro-algal/bacterial biomass,Cu2+,3.68,24.5,100.0,90.0,120.0,0.4,125.0,4.0,298.0,Loutseti et al. (2009),The application of a micro-algal/bacterial biofilter for the detoxification of copper and cadmium metal wastes - PubMed,Cu2+,biomass,0.014719999999852802,0.24499999999754998,4.795790545596741,599.4738181995926,7301.0,249.99999937499996,3.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_HighC0,Loutseti et al. (2009),Dried micro-algal/bacterial biomass,Cu2+
,Paenibacillus polymyxa,Cu2+,128.61,857.0,260.0,99.0,120.0,1.0,125.0,6.0,298.0,Acosta et al. (2005),s11274-005-0381-6.pdf,Cu2+,composite_other,0.4946538461519437,3.2961538461411686,4.795790545596741,599.4738181995926,255386.0,259.99999973999996,1.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_HighC0,Acosta et al. (2005),Paenibacillus polymyxa,Cu2+
,Pseudomonas stutzeri,Cu2+,5.43,36.2,300.0,20.0,30.0,1.0,5000.0,5.0,298.0,Hassan et al. (2009),Biosorptive capacity of Cd(II) and Cu(II) by lyophilized cells of Pseudomonas stutzeri - PubMed,Cu2+,composite_other,0.018099999999939668,0.12066666666626445,3.4339872044851463,17169.936022425733,10787.6,299.9999997,2.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_HighC0,Hassan et al. (2009),Pseudomonas stutzeri,Cu2+
,Pseudomonas putida,Cu2+,0.99,6.6,0.1,80.0,10.0,1.0,5500.0,5.0,298.0,Pardo et al. (2003),"Biosorption of cadmium, copper, lead and zinc by inactive biomass of Pseudomonas Putida | Analytical and Bioanalytical Chemistry",Cu2+,composite_other,9.899999901000001,65.99999934,2.3978952727983707,13188.424000391038,1966.8,0.0999999999,2.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_LowC0,Pardo et al. (2003),Pseudomonas putida,Cu2+
,Sphaerotilus natans,Cu2+,9.0,60.0,100.0,99.0,150.0,3.0,125.0,6.0,303.0,Beolchini et al. (2006),Ionic strength effect on copper biosorption by Sphaerotilus natans: equilibrium study and dynamic modelling in membrane reactor - ScienceDirect,Cu2+,composite_other,0.2699999999973,0.599999999994,5.017279836814924,627.1599796018655,18180.0,33.333333322222224,1.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_HighC0,Beolchini et al. (2006),Sphaerotilus natans,Cu2+
,Bacillus sp. (bacterial strain isolated from soil),Cu2+,1.34,8.945,100.0,17.89,30.0,2.0,125.0,5.0,298.0,Tunali et al. (2006),Removal of lead and copper ions from aqueous solutions by bacterial strain isolated from soil - ScienceDirect,Cu2+,composite_other,0.026799999999732,0.0894499999991055,3.4339872044851463,429.2484005606433,2665.61,49.999999975,2.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_HighC0,Tunali et al. (2006),Bacillus sp. (bacterial strain isolated from soil),Cu2+
,Sawdust,Cu2+,630.0,37.17,100.0,90.0,60.0,10.0,150.0,6.6,303.0,Ahmad et al. (2009),Adsorption of heavy metals on conventional and nanostructured materials for wastewater treatment purposes: A review - ScienceDirect,Cu2+,biomass,62.99999999937,0.371699999996283,4.110873864173311,616.6310796259967,11262.51,9.999999999,0.40000000000000036,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_HighC0,Ahmad et al. (2009),Sawdust,Cu2+
,Granulated AC,Ni2+,0.44,2.88,50.0,28.8,120.0,0.05,125.0,4.5,298.0,Godino-Salido et al. (2009),https://www.sciencedirect.com/science/article/pii/S0277538709005816,Ni2+,composite_other,0.0004399999999912001,0.057599999998848,4.795790545596741,599.4738181995926,858.24,999.9999800000004,2.5,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,Godino-Salido et al. (2009),Granulated AC,Ni2+
,Montmorillonite,Ni2+,699.0,12.89,100.0,100.0,360.0,1.0,200.0,6.0,298.0,Ijagbemi et al. (2009),https://www.sciencedirect.com/science/article/pii/S0304389408017469,Ni2+,composite_other,6.9899999999301,0.128899999998711,5.8888779583328805,1177.775591666576,3841.2200000000003,99.99999989999999,1.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,Ijagbemi et al. (2009),Montmorillonite,Ni2+
,Original bentonite,Pb2+,109.8,19.19,15.0,78.0,10.0,0.1,5000.0,5.0,378.0,Kul and Koyuncu (2010),https://www.sciencedirect.com/science/article/pii/S0304389410003158,Pb2+,composite_other,0.7319999999512,1.2793333332480445,2.3978952727983707,11989.476363991853,7253.820000000001,149.9999985,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_LowC0,Kul and Koyuncu (2010),Original bentonite,Pb2+
,Cicer arientinum biomass,Pb2+,4.49,27.79,100.0,82.0,1440.0,0.05,200.0,4.0,303.0,Nadeem et al. (2009),https://www.sciencedirect.com/science/article/pii/S1385894708008097,Pb2+,biomass,0.00224499999997755,0.277899999997221,7.273092595999522,1454.6185191999043,8420.369999999999,1999.9999600000008,3.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,Nadeem et al. (2009),Cicer arientinum biomass,Pb2+
,Pine wood char,Pb2+,2.73,4.13,100.0,100.0,1440.0,10.0,12.0,5.0,298.0,Mohan et al. (2007),https://www.sciencedirect.com/science/article/pii/S0021979707000409,Pb2+,biomass,0.27299999999727,0.041299999999587,7.273092595999522,87.27711115199426,1230.74,9.999999999,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,Mohan et al. (2007),Pine wood char,Pb2+
,AC F-400,Pb2+,984.0,30.11,100.0,100.0,1440.0,10.0,12.0,5.0,298.0,Mohan et al. (2007),https://www.sciencedirect.com/science/article/pii/S0021979707000409,Pb2+,composite_other,98.399999999016,0.301099999996989,7.273092595999522,87.27711115199426,8972.78,9.999999999,2.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,Mohan et al. (2007),AC F-400,Pb2+
,CNTs,Pb2+,2.82,17.44,20.0,83.0,240.0,0.05,125.0,7.0,298.0,Stafiej and Pyrzynska (2008),https://www.sciencedirect.com/science/article/pii/S0026265X07001294,Pb2+,composite_other,0.0070499999996475,0.8719999999564001,5.484796933490655,685.5996166863318,5197.120000000001,399.99999200000013,0.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Neutral_LowC0,Stafiej and Pyrzynska (2008),CNTs,Pb2+
,Activated Carbon,Cd2+,1000.0,178.5,30.0,86.0,20.0,0.02,100.0,2.0,298.0,"(Karnib et al., 2014;",https://www.sciencedirect.com/science/article/pii/S1876610214007504,Cd2+,carbon_based,0.6666666666444444,5.949999999801666,3.044522437723423,304.4522437723423,53193.0,1499.9999250000037,5.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_LowC0,"(Karnib et al., 2014;",Activated Carbon,Cd2+
,Activated Carbon,Pb2+,1000.0,294.1,50.0,74.0,20.0,0.02,100.0,2.0,298.0,"(Karnib et al., 2014;",https://www.sciencedirect.com/science/article/pii/S1876610214007505,Pb2+,carbon_based,0.39999999999200003,5.88199999988236,3.044522437723423,304.4522437723423,87641.8,2499.9998750000063,5.0,2.0,1.19,4.01,1,1.6806722674952332,3.369747896327943,Acidic_HighC0,"(Karnib et al., 2014;",Activated Carbon,Pb2+
,Activated Carbon,Cr3+,1000.0,60.9,100.0,29.6,20.0,0.02,100.0,2.0,298.0,"(Karnib et al., 2014;",https://www.sciencedirect.com/science/article/pii/S1876610214007506,Cr3+,carbon_based,0.199999999998,0.60899999999391,3.044522437723423,304.4522437723423,18148.2,4999.999750000013,5.0,3.0,0.615,4.61,1,4.878048772556019,7.495934947161082,Acidic_HighC0,"(Karnib et al., 2014;",Activated Carbon,Cr3+
,Activated Carbon,Ni2+,1000.0,400.0,200.0,84.1,20.0,0.02,100.0,2.0,298.0,"(Karnib et al., 2014;",https://www.sciencedirect.com/science/article/pii/S1876610214007507,Ni2+,carbon_based,0.0999999999995,1.99999999999,3.044522437723423,304.4522437723423,119200.0,9999.999500000025,5.0,2.0,0.69,4.04,1,2.898550720436883,5.855072455282505,Acidic_HighC0,"(Karnib et al., 2014;",Activated Carbon,Ni2+
,Activated Carbon,Zn2+,1000.0,344.8,30.0,83.6,20.0,0.02,100.0,2.0,298.0,"(Karnib et al., 2014;",https://www.sciencedirect.com/science/article/pii/S1876610214007508,Zn2+,carbon_based,0.6666666666444444,11.493333332950222,3.044522437723423,304.4522437723423,102750.40000000001,1499.9999250000037,5.0,2.0,0.74,4.3,1,2.702702699050402,5.810810802958364,Acidic_LowC0,"(Karnib et al., 2014;",Activated Carbon,Zn2+
,CaO/Fe3O4/SDS,Cr3+,36.47,6.4,5.0,98.7,50.0,2.0,400.0,5.0,298.0,[86],https://doi.org/10.1002/ceat.201800488,Cr3+,mineral_oxide,14.587999997082399,1.2799999997440001,3.9318256327243257,1572.7302530897302,1907.2,2.49999999875,2.0,3.0,0.615,4.61,1,4.878048772556019,7.495934947161082,Acidic_LowC0,[86],CaO/Fe3O4/SDS,Cr3+
,bentonite/Fe3O4,Cd2+,52.18,35.0,5.0,92.0,20.0,1.0,200.0,6.0,298.0,[87],https://doi.org/10.5004/dwt.2018.22228 ,Cd2+,mineral_oxide,10.4359999979128,6.9999999986,3.044522437723423,608.9044875446846,10430.0,4.999999995,1.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_LowC0,[87],bentonite/Fe3O4,Cd2+
,CaO/Fe3O4,Co2+,71.23,217.39,5.0,94.32,30.0,2.0,400.0,6.0,298.0,[88],https://doi.org/10.2298/JSC170704098S ,Co2+,mineral_oxide,28.4919999943016,43.477999991304394,3.4339872044851463,1373.5948817940584,64782.219999999994,2.49999999875,1.0,2.0,0.745,4.23,1,2.6845637547858208,5.677852341372011,Acidic_LowC0,[88],CaO/Fe3O4,Co2+
,Cobalt-ferrite,Cd2+,17.84,303.0,20.0,100.0,50.0,20.0,125.0,6.0,298.0, DOI: 10.17344/acsi.2018.4795 ,Adsorption of Cr (III) and Cd (II) Ions using Mesoporous Cobalt-Ferrite Nanocomposite from Synthetic Wastewater,Cd2+,mineral_oxide,17.839999999108002,15.1499999992425,3.9318256327243257,491.4782040905407,90294.0,0.99999999995,1.0,2.0,0.95,4.26,1,2.1052631556786707,4.484210521595568,Acidic_LowC0,DOI: 10.17344/acsi.2018.4795,Cobalt-ferrite,Cd2+
,Fe3O4/talac,Cu2+,37.079,74.6,100.0,72.15,2.0,0.12,200.0,5.0,298.0,[94],https://doi.org/10.3390/ijms150712913 ,Cu2+,mineral_oxide,0.04449479999955505,0.74599999999254,1.0986122886681098,219.72245773362195,22230.8,833.333326388889,2.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_HighC0,[94],Fe3O4/talac,Cu2+
,Watermelon Rind,Cu2+,15.55,5.73,10.0,98.0,20.0,0.5,125.0,5.0,293.0,https://link.springer.com/article/10.1007/s12010-011-9521-7 ,Watermelon rind: agro-waste or superior biosorbent?,Cu2+,composite_other,0.77749999992225,0.5729999999427,3.044522437723423,380.5653047154279,1678.89,19.99999996,2.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_LowC0,https://link.springer.com/article/10.1007/s12010-011-9521-7,Watermelon Rind,Cu2+
,Watermelon Rind,Cu2+,4.69,31.25,10.0,88.0,10.0,1.0,4000.0,5.0,313.0,"Gupta and Gogate, 2016",https://www.sciencedirect.com/science/article/pii/S135041771530081X,Cu2+,composite_other,0.46899999995310004,3.1249999996875,2.3978952727983707,9591.581091193482,9781.25,9.99999999,2.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_LowC0,"Gupta and Gogate, 2016",Watermelon Rind,Cu2+
,Watermelon Rind,Cu2+,0.94,6.281,10.0,58.4,600.0,0.5,125.0,5.0,293.0,"Liu et al., 2012b",https://link.springer.com/article/10.1007/s12010-011-9521-7,Cu2+,composite_other,0.046999999995299996,0.62809999993719,6.398594934535208,799.8243668169009,1840.3329999999999,19.99999996,2.0,2.0,0.73,4.19,1,2.739726023644211,5.739726019534623,Acidic_LowC0,"Liu et al., 2012b",Watermelon Rind,Cu2+
